2025-05-05 10:21:39 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: PersonalBetController.deleteBet(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: BetService.deleteBet(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: CrudRepository.existsById(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: CrudRepository.existsById(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: CrudRepository.findById(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: CrudRepository.findById(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: CrudRepository.save(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: CrudRepository.save(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: PlayerCacheService.clear()
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: PlayerCacheService.clear()
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: CrudRepository.delete(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: CrudRepository.delete(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: BetService.deleteBet(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: PersonalBetController.deleteBet(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:02 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:02 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:02 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:03 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:03 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:04 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:05 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:31 [http-nio-8080-exec-5] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:32 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:49:32 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:50:53 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:50:54 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:26 [http-nio-8080-exec-4] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: PersonalBetController.createBet(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: BetService.createBet(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: CrudRepository.findById(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: CrudRepository.findById(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: CrudRepository.save(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: CrudRepository.save(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: PlayerCacheService.clear()
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: PlayerCacheService.clear()
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: CrudRepository.save(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: CrudRepository.save(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: BetService.createBet(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: PersonalBetController.createBet(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:29 [http-nio-8080-exec-8] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:29 [http-nio-8080-exec-6] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:29 [http-nio-8080-exec-7] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-3] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-3] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: PersonalBetController.deleteBet(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: BetService.deleteBet(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: CrudRepository.existsById(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: CrudRepository.existsById(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: CrudRepository.findById(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: CrudRepository.findById(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: CrudRepository.save(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: CrudRepository.save(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: PlayerCacheService.clear()
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: PlayerCacheService.clear()
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: CrudRepository.delete(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: CrudRepository.delete(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: BetService.deleteBet(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: PersonalBetController.deleteBet(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-9] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: AllBetController.getAllBets()
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: BetService.getAllBets()
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: BetService.getAllBets()
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: AllBetController.getAllBets()
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-10] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: PlayerController.getAllPlayers()
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: PlayerService.getAllPlayers()
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: PlayerService.getAllPlayers()
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: PlayerController.getAllPlayers()
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:31 [http-nio-8080-exec-2] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: TournamentController.getAllTournaments()
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: TournamentService.getAllTournaments()
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: ListCrudRepository.findAll()
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: TournamentService.getAllTournaments()
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: TournamentController.getAllTournaments()
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Executing: VisitCounterService.incrementCount(..)
2025-05-05 11:52:46 [http-nio-8080-exec-1] INFO  ApplicationLog - Successfully executed: VisitCounterService.incrementCount(..)
2025-05-05 11:52:46 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: TournamentController.getAllTournaments()
2025-05-05 11:52:46 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: TournamentService.getAllTournaments()
2025-05-05 11:52:46 [http-nio-8080-exec-5] INFO  ApplicationLog - Executing: ListCrudRepository.findAll()
